Gender,Male,Minority,Age,GPA,Verbal,Math,TotSAT,SSH.total,BStotal,CTA.tot,PTTtotal,PTT.factor1,PTT.factor2,PTT.factor3,Perf.CM,Perf.D,Perf.PE,Perf.PC,Perf.PS,Perf.O,harvey.negproj,harvey.achexp,harvey.parinf,harvey.org,stoeberORG,stoeberCMD,stoeberPEC,stoeberPS,Harvey4f
2,1,1,21,2.4,510,460,970,16,16,49,46,23,15,8,29,11,16,11,23,23,36,27,27,23,23,36,27,24,1
1,0,1,20,3.6,550,400,970,20,10,29,58,30,16,12,23,8,17,12,17,24,29,19,29,24,24,29,29,16,1
1,0,1,19,3,480,490,970,19,11,38,61,31,18,12,33,15,20,11,28,23,44,32,31,23,23,44,31,28,4
1,0,1,22,3.41,460,510,970,19,10,25,46,29,13,4,25,7,11,4,33,30,28,37,15,30,30,28,15,32,3
1,0,1,21,3.2,550,430,970,27,21,44,34,17,12,5,20,8,13,7,17,30,25,20,20,30,30,25,20,16,2
2,1,1,20,2.883,490,480,970,24,23,50,41,24,10,7,18,12,12,7,20,17,27,23,19,17,17,27,19,20,2
1,0,1,19,3.6,510,460,970,26,11,25,34,20,10,4,23,11,16,9,28,30,31,31,25,30,30,31,25,26,3
2,1,1,20,3.1,420,450,970,25,13,40,37,23,10,4,28,14,18,11,29,30,38,33,29,30,30,38,29,29,4
1,0,1,20,3,520,460,980,24,18,38,60,33,16,11,24,10,11,11,16,20,30,20,22,20,20,30,22,17,1
1,0,1,22,2.5,490,490,980, ,26,42,53,26,17,10,31,11,19,15,24,20,38,28,34,20,20,38,34,24,4
1,0,1,18,0,510,470,980,14,25,48,61,29,20,12,33,16,19,13,21,25,45,25,32,25,25,45,32,23,4
2,1,1,19,2.535,420,560,980,25,13,32,42,20,16,6,21,12,18,10,23,22,30,26,28,22,22,30,28,22,1
1,0,1,21,3.3,440,540,980,25,10,36,41,27,10,4,16,6,12,6,27,30,19,30,18,30,30,19,18,25,2
1,0,1,22,3.5,570,410,980,25,20,43,47,33,9,5,18,12,7,7,30,30,26,34,14,30,30,26,14,29,3
1,0,1,20,3.6,490,490,980,24,13,27,59,35,14,10,18,9,16,5,29,29,25,31,21,29,29,25,21,26,3
1,0,1,20,3.3,530,450,980,25,12,31,44,27,10,7,22,9,14,8,21,24,28,24,22,24,24,28,22,22,2
2,1,1,20,2.3,430,560,980,17,13,45,36,20,10,6,18,16,16,8,16,30,32,18,24,30,30,32,24,16,1
2,1,1,20,2.7,430,550,980,22,17,21,60,29,19,12,15,11,9,9,17,24,24,19,18,24,24,24,18,15,2
2,1,1,23,3.1,450,530,980,18,11,30,53,27,15,11,23,8,11,8,23,23,27,27,19,23,23,27,19,23,2
2,1,1,21,2.99,550,430,980,14,26,52,38,20,14,4,38,16,17,9,30,24,49,35,26,24,24,49,26,31,4
2,1,1,26,2.1,330,650,980,31,10,25,41,26,10,5,20,8,10,8,18,24,26,20,18,24,24,26,18,16,2
2,1,1,20,2.3,480,500,980,25,11,27,38,24,9,5,15,8,16,8,22,18,19,26,24,18,18,19,24,23,2
2,1,1,21,2.2,440,550,990,18,26,42, ,33,18, ,26,11,20,10,18,16,35,20,30,16,16,35,30,17,1
1,0,1,20,3,450,540,990,22,10,28,47,28,12,7,24,11,19,9,24,24,31,28,28,24,24,31,28,25,1
1,0,1,20,3.1,450,540,990,22,12,33,77,40,22,15,27,16,10,10,20,21,39,24,20,21,21,39,20,21,1
1,0,1,19,3,500,490,990,23,12,41,73,40,21,12,34,14,21,14,19,19,44,23,35,19,19,44,35,20,4
1,0,1,19,3.2,540,450,990,12,32,57,64,34,18,12,21,10,16,5,27,30,27,31,21,30,30,27,21,28,3
1,0,1,22,3,590,400,990,29,12,26,50,33,13,4,22,9,8,5,26,30,29,28,13,30,30,29,13,24,3
1,0,1,21,2.98,490,500,990,18,13,37,66,32,22,12,24,15,18,10,27,27,35,31,28,27,27,35,28,27,3
1,0,1,19,2.8,450,540,990,14,25,49,63,32,19,12,30,15,17,16,27,27,41,31,33,27,27,41,33,27,4
1,0,1,20,3.3,500,500,1000,24,11,27,33,22,7,4,20,10,6,4,29,19,26,33,10,19,19,26,10,28,2
1,0,0,20,2.9,490,510,1000,21,10,30,49,26,18,5,32,16,20,15,26,20,44,30,35,20,20,44,35,27,4
1,0,1,24,3.1,490,510,1000,12,11,37,56,27,18,11,19,10,14,7,22,23,27,24,21,23,23,27,21,20,2
1,0,0,18, ,450,550,1000,25,10,30,54,31,14,9,15,8,14,6,21,16,19,25,20,16,16,19,20,22,2
2,1,1,21,2.9,500,500,1000,29,11,20,45,23,14,8,29,10,14,7,25,24,36,28,21,24,24,36,21,24,1
2,1,1,19,3.3,500,500,1000,22,16,35,65,31,22,12,22,8,14,7,16,27,28,18,21,27,27,28,21,14,2
2,1,1,24,2.7,500,500,1000,18,22,50,60,31,18,11,29,14,13,9,24,21,39,28,22,21,21,39,22,24,1
1,0,1,20,3.1,500,500,1000,26,14,46,60,36,16,8,22,9,17,8,26,26,28,29,25,26,26,28,25,25,3
1,0,1,20,3.47,550,450,1000,24,13,27,50,34,10,6,18,12,14,7,25,25,28,27,21,25,25,28,21,23,3
1,0,1,20,3.4,500,500,1000,16,12,31,58,34,18,6,23,14,22,9,25,23,33,29,31,23,23,33,31,25,1
2,1,0,21,2.4,510,490,1000, , ,43, , ,15,8, ,13,14, , ,19, , , ,19,19, , , , 
1,0,1,20,3.4,460,540,1000,11,27,58,81,40,25,16,39,20,20,19,32,26,54,37,39,26,26,54,39,34,4
1,0,1,20,3.2,500,500,1000,27,20,44,44,31,8,5,20,9,14,4,26,30,25,30,18,30,30,25,18,26,3
1,0,1,20,3.489,440,560,1000,27,22,40,50,30,12,8,27,13,7,4,29,24,35,34,11,24,24,35,11,30,3
1,0,1,21,3.5,450,550,1000,22,13,33,49,30,11,8,31,12,18,16,21,24,39,25,34,24,24,39,34,21,4
2,1,1,21,3.4,440,560,1000,23,11,27,27,13,10,4,20,8,15,6,28,25,24,32,21,25,25,24,21,28,3
2,1,1,20,2.773,540,460,1000,23,10,30,29,17,7,5,15,8,12,6,20,14,22,21,18,14,14,22,18,17,2
1,0,1,19,3.1,500,500,1000,19,11,28,57,31,18,8,25,11,20,9,22,17,32,26,29,17,17,32,29,23,1
2,1,1,24,3.866,460,540,1000, ,11,31,47,19,15,13,35,12,20,10,28,21,43,32,30,21,21,43,30,28,4
2,1,1,20,2.5,500,500,1000, ,17,36,38,24,10,4,22,14,19,9,23,22,32,27,28,22,22,32,28,23,1
2,1,1,21,2.2,500,500,1000,22,15,35,50,29,13,8,25,14,15,9,18,19,36,21,24,19,19,36,24,19,1
1,0,1,20,3.2,530,470,1000,23,12,27,40,19,14,7,27,10,12,7,23,14,33,27,19,14,14,33,19,23,1
2,1,1,20,3.2,500,500,1000,24,24,29,42,25,11,6,29,8,15,6,30,30,32,35,21,30,30,32,21,31,3
1,0,1,21,3.5,460,550,1010,27,14,41,44,28,10,6,26,10,16,8,29,23,32,33,24,23,23,32,24,29,3
1,0,1,19,3.27,510,500,1010,30,15,32,48,26,13,9,31,13,16,17,21,23,41,24,33,23,23,41,33,20,4
1,0,1,19,2.3,520,490,1010,18,19,53,39,20,12,7,22,13,19,7,19,21,32,22,26,21,21,32,26,19,1
2,1,1,21,3.6,540,470,1010,21,10,30,49,31,11,7,21,8,18,7,23,23,25,27,25,23,23,25,25,23,2
1,0,1,20,2.3,560,450,1010,27,11,28,46,30,11,5,20,9,14,8,23,23,26,26,22,23,23,26,22,22,2
2,1,1,20,2.5,500,510,1010,16,12,33,36,22,10,4,22,9,13,8,20,23,29,22,21,23,23,29,21,18,2
1,0,0,21,2.4,510,505,1015,30,11,20,33,22,5,6,12,8,14,4,22,24,18,24,18,24,24,18,18,20,2
2,1,1,20,2.6,501,515,1016,18,21,34,46,23,14,9,20,12,10,15,18, ,31,19,25, , ,31,25,15, 
1,0,1,20,3.8,550,470,1020,29,12,25,35,24,7,4,28,9,14,4,33,30,32,38,18,30,30,32,18,33,3
1,0,1,19,3.5,530,490,1020,24, ,50,45,29,7,9,28,11,12,5,33,30,34,38,17,30,30,34,17,33,3
1,0,1,19,3,490,530,1020,25,10,41,34,21,9,4,24,6,16,5,28,25,28,30,21,25,25,28,21,26,3
1,0,1,21,2.8,490,530,1020,24,11,38,42,23,12,7,18,10,11,8,18,24,26,20,19,24,24,26,19,16,2
1,0,1,20,3.9,530,490,1020,19,22,47,63,33,19,11,28,17,18,13,30,30,41,34,31,30,30,41,31,30,4
1,0,1,21,3.46,490,530,1020,20,10,32,35,21,10,4,20,10,14,8,28,24,26,32,22,24,24,26,22,28,3
2,1,1,20,3.1,510,510,1020,26,12,33,42,25,12,5,22,11,17,11,24,20,30,27,28,20,20,30,28,23,1
2,1,1,20,3.2,450,580,1020,29, ,27,45,22,15,8, , , , , , , , , , , , , , , 
1,0,1,22,2.6,560,470,1030,25,28, ,55,37,10,8,14,7,14,4,23,28,18,26,18,28,28,18,18,22,2
1,0,1,20,3.45,520,510,1030,24,12,27,54,34,11,9, ,14,16,5,28,30, ,33,21,30,30, ,21,29, 
2,1,1,20,2.5,500,530,1030,17,11,42,44,25,11,8,34,13,19,15,24,12,42,29,34,12,12,42,34,25,4
2,1,0,21,2.3,500,540,1040,19, ,41, , ,11,12, , ,14,12,20,21, ,24,26,21,21, ,26,22, 
1,0,1,22,2.7,500,540,1040,17,10,22, , ,13,6,16,8,11,8, ,16,22, ,19,16,16,22,19, , 
1,0,0,18,1.8,450,490,1040,22,10,23,35,18,10,7,17,8,11,7,16,23,22,19,18,23,23,22,18,16,2
2,1,1,23,2.8,490,550,1040,18,12,37,53,27,16,10,22,15,15,11,24,25,33,28,26,25,25,33,26,23,1
1,0,1,21,3,560,480,1040,29,12,33,45,29,9,7,20,9,6,6,28,30,26,31,12,30,30,26,12,26,3
1,0,1,20,2.98,530,510,1040,18,11,48,65,32,21,12,15,10,13,6,18,22,23,20,19,22,22,23,19,17,2
1,0,1,22,2.5,550,490,1040,20,14,27,34,19,10,5,26,13,21,17,26,22,35,30,38,22,22,35,38,26,4
2,1,1,23,2,500,550,1050,25,19,34,40,21,14,5,27,13,16,10,26,23,36,30,26,23,23,36,26,26,1
1,0,1,21,3.441,550,500,1050,25,10,18,36,19,12,5,25,8,16,8,30,25,28,35,24,25,25,28,24,31,3
1,0,1,20,2,550,500,1050,24,21,56,64,33,19,12,28,15,20,18,27,30,39,31,38,30,30,39,38,27,4
1,0,1,20,3.5,525,525,1050,21,20,37,35,18,11,6,18,8,16,4,26,30,23,29,20,30,30,23,20,24,2
1,0,1,20,2.47,550,500,1050,17,17,37,43,19,15,9,25,9,16,9,20,22,31,23,25,22,22,31,25,19,1
1,0,1,22,3.75,525,525,1050,27,12,31,45,25,13,7,23,10,14,9, ,30,29, ,23,30,30,29,23, , 
1,0,1,19,3.33,450,600,1050,24,26,44,50,27,15,8,25,14,25,20,25,24,37,27,45,24,24,37,45,23,4
1,0,1,20,3.1,500,550,1050,21,17,37,60,31,18,11,28,11,16,8,23,30,35,27,24,30,30,35,24,23,3
1,0,1,20,3.1,510,540,1050,28,10,24,45,24,14,7,32,12,14,8,23,24,41,26,22,24,24,41,22,22,1
1,0,1,20,3.3,550,500,1050,23,24,49,61,39,13,9,34,12,24,15,28,25,42,32,39,25,25,42,39,28,4
1,0,1,21,3,500,550,1050,21,22,49,55,34,16,5,31,16,19,12,28,30,42,33,31,30,30,42,31,29,4
2,1,1,20,2.5,500,540,1050,15,20,35,42,22,14,6,15,10,15,6,27,24,20,32,21,24,24,20,21,28,2
1,0,1,19,3.4,450,600,1050,19,15,33,31,14,11,6,28,8,14,8,27,25,32,31,22,25,25,32,22,27,3
1,0,1,20,2.5,550,500,1050,26,10,34,59,31,18,10,25,13,12,6,24,24,35,27,18,24,24,35,18,23,3
1,0,1,22,2.862,520,540,1060,19,13,39,55,31,16,8,24,15,14,6,20,24,35,24,20,24,24,35,20,22,1
1,0,1,19,3.2,460,600,1060,22,15,29,30,17,5,8,12,8,19,4,28,29,17,31,23,29,29,17,23,27,2
1,0,1,22,3.1,540,520,1060,18,12,27,39,19,11,9,13,4,15,4,28,30,13,32,19,30,30,13,19,27,2
1,0,1,20,3.65,560,500,1060,28,19,26,54,33,13,8,33,16,13,14,34,30,45,38,27,30,30,45,27,33,4
2,1,1,20,2.8,560,500,1060,22,11,41,34,24,6,4,16,12,14,8,23,23,24,27,22,23,23,24,22,23,2
2,1,1,19,302,520,540,1060, ,11, ,50,30,15,5,21,13,17,8,27,24,29,32,25,24,24,29,25,28,3
1,0,1,19,3.3,490,570,1060,20,14,36,55,28,16,11,21,8,14,8,23,29,26,26,22,29,29,26,22,22,2
1,0,1,20,3,580,480,1060,29,10,18,27,13,9,5,15,8,12,4,20,23,21,22,16,23,23,21,16,18,2
1,0,1,21,3.3,480,580,1060,27,14,28,59,32,17,10,33,13,20,11,28,22,41,33,31,22,22,41,31,29,4
1,0,1,20,3.67,560,510,1070,23,13,31,54,34,15,5,16,7,12,4,28,30,20,31,16,30,30,20,16,27,2
1,0,1,20,3.2,470,600,1070,14,34,64,76,39,23,14,28,12,15,8,24,29,36,28,23,29,29,36,23,24,3
1,0,1,21,3.1,490,580,1070,19,20,38,42,24,12,6,27,9,16,6,24,24,31,29,22,24,24,31,22,25,3
2,1,1,20,2.88, , ,1070,14,12,25,49,21,19,9, ,10,16,6,26,18, ,31,22,18,18, ,22,27, 
2,1,1,20,2.75,550,520,1070, ,10, ,38,23,11,4,16,9,16,8,23,24,23,25,24,24,24,23,24,21,2
2,1,1,21,3.3,550,520,1070,16,15,28,53,26,21,6,27,13,12,10,18,24,37,21,22,24,24,37,22,19,1
2,1,1,23,2.987,600,475,1075,22,13,42,36,20,11,5,17,10,9,4,21,23,24,24,13,23,23,24,13,20,2
1,0,1,19,3.4,520,560,1080,14,12,48,52,25,18,9,19,13,17,7,25,16,29,28,24,16,16,29,24,24,1
1,0,1,21,3.3,480,450,1080,27,10,25,42,23,12,7,13,8,14,8,24,28,20,25,22,28,28,20,22,20,2
1,0,1,21,3.9,560,520,1080,16,10,32,49,29,13,7,19,10,18,6,26,30,25,30,24,30,30,25,24,26,3
1,0,1,20,3.8,560,520,1080,25,16,37,53,38,8,7,23,11,12,6,26,30,30,30,18,30,30,30,18,26,3
1,0,1,19,3.444,580,500,1080,21,34,42,57,31,18,8,31,8,21,15,26,24,35,30,36,24,24,35,36,27,4
2,1,1,19,3.76,470,620,1090,25,10,23,40,17,7,16,24,11,18,7,32,30,31,36,25,30,30,31,25,32,3
2,1,1,20,3,540,550,1090,18,11,24,34,16,12,6,18,7,14,7,25,26,23,27,21,26,26,23,21,22,2
1,0,1,24,3.58,460,630,1090,16,21,39,54,32,12,10,29,15,11,7,26,24,40,30,18,24,24,40,18,26,3
1,0,1,22,2.89,500,590,1090,20,10,26,60,30,19,11,33,12,25,17,25,27,42,28,42,27,27,42,42,25,4
2,1,1,24,3.1,600,490,1090,22,19,53,60,37,15,8,35,16,17,5,30,25,48,33,22,25,25,48,22,28,4
1,0,1,19,3.5,550,540,1090,22,11,23,42,26,11,5,15,6,14,5,24,30,20,25,19,30,30,20,19,21,2
2,1,1,20,2.75,520,570,1090,14,11,28,65,37,8,20,37,16,21,17,29,20,48,34,38,20,20,48,38,30,4
2,1,1,21,3,510,590,1100,18,16,31,39,22,11,6,34,12,24,11,26,21,41,31,35,21,21,41,35,27,4
1,0,1,20,3,550,550,1100,17,28,55,33,22,6,5,35,17, ,17,27,27,49,30, ,27,27,49, ,26, 
1,0,1,19, ,550,650,1100,25,18,36,51,32,13,6,14,8,10,5,20,25,19,23,15,25,25,19,15,19,2
1,0,1,20,2.98,500,600,1100,21,20,36,47,28,15,4,27,14,16,12,25,24,38,28,28,24,24,38,28,24,1
1,0,1,22,2.168,470,540,1100,23,20,54,65,40,16,9,36,13,15,11,25,23,45,29,26,23,23,45,26,26,4
2,1,1,20,3.782,520,590,1100,29,14,21,54,34,8,12,23,9,11,6,31,30,30,33,17,30,30,30,17,28,3
1,0,1,19,3.1,520,580,1100,21,24,42,49,28,15,6,25,10,15,8,26,25,31,30,23,25,25,31,23,26,3
2,1,1,24,3.733,570,530,1100,23,15,21,43,30,9,4,22,13,8,9,29,23,31,33,17,23,23,31,17,29,3
1,0,1,22,3.9,450,650,1100,29,13,27,48,33,11,4,30,8,18,10,32,30,34,36,28,30,30,34,28,31,3
1,0,1,20,3.67,550,550,1100,18,10,33,68,35,20,13,32,14,14,12,18,25,42,22,26,25,25,42,26,20,1
1,0,1,20,3.8,560,540,1100,27,12,21,36,25,7,4,12,5,15,4,22,30,14,25,19,30,30,14,19,20,2
1,0,1,20,2.8,550,550,1100,13,30,59,45,21,14,10,36,16,16,14,17,12,47,22,30,12,12,47,30,20,4
2,1,1,20,3.2,600,500,1100,27,15,21,42,27,8,7,9,4,8,6,14,6,12,15,14,6,6,12,14,11,2
2,1,1,20,2.9,550,550,1100,32,10,18,45,24,5,16, , , , , , , , , , , , , , , 
1,0,0,20,3.5,590,510,1100,27,11,24,42,25,11,6,22,8,13,10,28,30,27,31,23,30,30,27,23,27,3
1,0,1,20,3.5,500,600,1100,27,10,18,33,15,6,12,32,12,21,12,30,24,40,34,33,24,24,40,33,30,4
2,1,1,19,3.623,520,590,1100,30,11,19,52,32,8,12,19,8,12,6,32,30,25,34,18,30,30,25,18,29,3
1,0,0,21,2.6,550, ,1110,14,12,34,64,37,16,11,25,5,16,5,22,21,26,26,21,21,21,26,21,24,2
1,0,1,19,3.96,600,510,1110,23,18,29,57,32,18,7,24,13,12,4,30,23,35,32,16,23,23,35,16,29,3
1,0,1,19,3.49,510,600,1110,24,15,40,59,31,17,11,26,15,21,19,29,22,37,33,40,22,22,37,40,30,4
1,0,1,19,3.606,600,510,1110,23,15,37,53,23,10,20,34,12,13,13,28,24,42,32,26,24,24,42,26,28,4
2,1,1,21,3.1,550,560,1110,25,10,19,41,20,13,8, ,10,14,8,17,27, ,21,22,27,27, ,22,18, 
2,1,1,20, ,600,510,1110,29,10,21,45,29,11,5,25,10,15,7, ,20,33, ,22,20,20,33,22, , 
1,0,1,21,3.7,560,560,1120,22,33,47,60,37,12,11,17,17,14,7,23,24,31,26,21,24,24,31,21,22,1
1,0,1,18, ,550,570,1120,25,16,34,42,27,10,5,27,12,18,10,27,24,35,31,28,24,24,35,28,27,1
1,0,1,20,3.92,380,740,1120,27,10,25,41,30,7,4,21,5,20,5,26,30,22,30,25,30,30,22,25,26,3
1,0,1,19,3,540,580,1120,25,14,26,46,28,11,7,17,9,9,5,24,24,24,26,14,24,24,24,14,22,2
1,0,1,21,3,570,560,1130,24,13,34,37,18,11,8,21,11,13,5,30,16,28,34,18,16,16,28,18,29,3
2,1,1,21,3.2,570,660,1130,27,13,20,53,28,17,8,24,12,18,7,29,23,32,33,25,23,23,32,25,29,3
1,0,1,18, ,620,510,1130,19,20,48,46,28,12,6,22,12,15,10,16,20,32,18,25,20,20,32,25,16,1
1,0,1,22,3.42,600,530,1130,25,12,22,48,32,8,8,27,8,16,6,27,26,31,31,22,26,26,31,22,27,3
1,0,1,18, ,560,570,1130,28,11,27,49,30,12,7,27,10,12,8,27,24,34,30,20,24,24,34,20,26,3
1,0,1,21,3.3,550,580,1130,24,15,37,47,28,11,8,32,16,16,7,32,25,44,36,23,25,25,44,23,32,4
2,1,1,20,2.75,510,620,1130,15,13,30,39,20,11,8,14,7,13,5,20,24,19,22,18,24,24,19,18,20,2
1,0,1,20,3.7,590,540,1130,26,11,33,37,23,10,4,20,9,14,8,24,24,27,26,22,24,24,27,22,22,2
1,0,1,21,3.208,600,540,1140,23,10,26,52,31,14,7,15,4,17,7,27,24,18,28,24,24,24,18,24,24,2
1,0,1,19,3.5,590,550,1140,22,11,26,45,29,12,4,29,10,14,5,32,30,35,36,19,30,30,35,19,32,3
2,1,1,19,3.14,590,550,1140,21,13,53,74,39,23,12,29,14,17,14,28,29,38,33,31,29,29,38,31,29,4
2,1,1,22,2.7,520,620,1140,23,17,32,39,19,9,11,16,7,9,8,17,20,21,19,17,20,20,21,17,16,2
1,0,1,19,3.6,580,560,1140,27,14,28,41,22,12,7,19,8,14,5,27,30,24,30,19,30,30,24,19,25,3
2,1,1,20,2.9,600,550,1150,20,11,27,28,15,8,5,12,8,21,12,20,28,17,23,33,28,28,17,33,20,2
2,1,1,21,2.7,500,550,1150,18,17,41,55,29,18,8,33,12,19,14,24,23,41,28,33,23,23,41,33,25,4
1,0,1,20,2.2,570,580,1150,21,14,26,49,28,15,6,20,12,11,5,22,30,28,26,16,30,30,28,16,25,3
1,0,1,20,2.9,675,475,1150,14,14,37, , ,17,13,31,18,15,10,21,24,45,25,25,24,24,45,25,22,4
1,0,1,19, ,560,590,1150,17,11,28,63,35,18,10,11,8,14,7,21,23,16,24,21,23,23,16,21,20,2
1,0,1,20,2.89,550,600,1150,18,15,42,62,27,21,14,16,9,17,7,23,24,22,26,24,24,24,22,24,23,2
1,0,1,19, ,590,560,1150, ,27,54,53,31,12,10,30,14,17,10,29,21,39,34,27,21,21,39,27,31,4
2,1,1,21,2.95,520,630,1150,15,12,40,43,21,16,6,29,12,19,7,26,25,37,30,26,25,25,37,26,26,1
1,0,1,22,3.5,540,610,1150,19,21,34,40,19,15,6,15,8,12,7,22,26,21,24,19,26,26,21,19,20,2
1,0,1,21,3.91,580,570,1150,27,12,32,49,29,15,5,22,8,12,5,28,23,26,32,17,23,23,26,17,28,3
1,0,1,21,3.8,600,550,1150,23,24,44,63,37,17,9,25,15,10,4,35,30,36,39,14,30,30,36,14,34,3
2,1,1,22,3.3,600,550,1150,12,31,52,61,35,16,10,25,15,16,10,26,21,35,31,26,21,21,35,26,27,1
1,0,1,19,3,600,550,1150,29,12,35,52,31,15,6,21,12,15,12,21,24,31,23,27,24,24,31,27,20,1
2,1,1,20,2.8,550,600,1150,10,15,43,54,27,15,12,28,12,14,10,20,24,36,24,24,24,24,36,24,20,1
2,1,0,21,2.8,580,580,1160,18,10,27,48,25,14,9,20,10,13,6,16,21,29,17,19,21,21,29,19,14,2
1,0,1,19,3.566,560,600,1160,20,18,43,64,37,18,9,22,14,7,5,24,30,34,26,12,30,30,34,12,23,3
1,0,1,20,3.553,590,570,1160,27,13, ,42,25,13,4,18,16,8,6,23,28,30,27,14,28,28,30,14,23,3
2,1,1,22,3,540,620,1160,18,10,46,39,18,13,8,31,13,22,18,27,23,41,30,40,23,23,41,40,27,4
2,1,1,20,3.5,590,570,1160,23,10,31,33,19,10,4,25,8,19,9,28,25,29,32,28,25,25,29,28,28,3
2,1,1,20,3.5,600,560,1160,17,21,20, , ,17,12,12,4,11,5,21,17,15,22,16,17,17,15,16,18,2
1,0,1,19,3.6,655,510,1165,24,12,20,41,23,12,6,30,12,14,9,22,22,38,26,23,22,22,38,23,22,1
1,0,1,21,3.6,570,600,1170,22,11,19,39,20,13,6,23,9,17,12,26,29,28,30,29,29,29,28,29,26,3
2,1,1,21,3.58,570,610,1180,20,16,33,44,26,14,4,24,13,12,8,28,24,33,32,20,24,24,33,20,28,3
1,0,1,21,3.7,650,530,1180,13,15,34,51,24,16,11,32,14,20,10,29,18,41,34,30,18,18,41,30,31,4
1,0,1,21,3.9,650,530,1180,20,14,21,35,21,10,4,26,12,10,4,30,11,34,34,14,11,11,34,14,30,1
1,0,1,20,3.136,600,580,1180,18,20,40,63,36,18,9,26,10,16,8,25,27,33,28,24,27,27,33,24,24,3
1,0,1,20,3.7,630,550,1180,17,23,46,71,33,22,16,15,6,10,4,24,23,18,27,14,23,23,18,14,24,2
1,0,1,20,3.11,500,680,1180,18,21,32,34,20,9,5,23,11,14,8,25,24,30,29,22,24,24,30,22,25,3
1,0,1,20,3.3, , ,1180,21,10,20, , ,13,7,21,7,17,5,28,30,25,31,22,30,30,25,22,27,3
2,1,1,21,2.6, , ,1190,13,15,35,40,19,14,7,20,14,22,15,21,23,31,24,37,23,23,31,37,20,1
1,0,1,20,3.3,650,540,1190,11,10,19,40,17,16,7,16,6,13,6,29,27,18,33,19,27,27,18,19,29,2
1,0,1,21,3.8,540,650,1190,24,14,36,59,33,16,10,20,11,12,7,28,25,28,31,19,25,25,28,19,27,3
1,0,1,21,3,540,650,1190,17,13,30,44,24,14,6,19,12,21,17,24,26,27,28,38,26,26,27,38,24,1
1,0,1,19,4,640,550,1190,30,11,24,37,24,8,5,32,14,10,5,32,25,41,37,15,25,25,41,15,32,3
1,0,1,19,3.2,550,640,1190,16,13,24,48,19,20,9,24,8,13,6,25,10,28,29,19,10,10,28,19,26,1
1,0,1,21,3.4,640,550,1190,26,10,26,42,27,10,5,23,10,17,14,24,21,30,27,31,21,21,30,31,23,1
2,1,1,21,3.1,560,640,1200,21,27,41,46,29,12,5,26,15,19,8,25,20,37,29,27,20,20,37,27,25,1
2,1,0,24,2.7,600,600,1200,25,10,28,42,25,13,4,21,9,12,9,21,21,27,24,21,21,21,27,21,21,2
1,0,1,21,3.3,580,620,1200,16,12,26,49,24,15,10,17,8,16,8,19,23,23,21,24,23,23,23,24,17,2
1,0,1,19,3.2,550,650,1200,23,14,43,60,34,15,11,25,10,14,8,21,22,31,25,22,22,22,31,22,21,1
1,0,1,19,2.6,640,560,1200,23,11,32,65,37,20,8,32,13,20,15,28,24,40,33,35,24,24,40,35,29,4
2,1,1,21,2.9,610,590,1200,25,14,35,50,30,13,7,27,15,15,7,27,23,39,30,22,23,23,39,22,26,1
1,0,1,20,3.495,630,570,1200,18,10,27, , ,17,8,19,11,11,5,17,23,29,18,16,23,23,29,16,14,2
1,0,1,20,3.6,550,650,1200,24,12,25,44,25,14,5,18,8,16,9, ,26,24, ,25,26,26,24,25, , 
1,0,1,21,3.3,680,520,1200,19,12,19,47,24,16,7,13,6,9,6,28,29,17,30,15,29,29,17,15,27,2
1,0,1,21,3.6,540,660,1200,16,10,35,70,39,20,11,33,14,19,11,30,30,42,35,30,30,30,42,30,30,4
2,1,1,20,3.3, , ,1200,15,17,41,45,22,15,8,9,4,5,6,7,11,12,8,11,11,11,12,11,7,2
1,0,1,19,3.597,620,590,1210,13,30,53,50,27,14,9,29,17,18,8,29,30,41,34,26,30,30,41,26,32,4
1,0,1,19,3.9,670,540,1210,32,24,37,49,30,13,6,26,10,13,7,32,30,31,37,20,30,30,31,20,32,3
2,1,1,21,2.5,570,640,1210,26,12,26,46,29,12,5,25,9,16,6,34,23,31,37,22,23,23,31,22,32,3
2,1,1,20,3.4,600,610,1210, ,20,31, , ,15,7,30,10,21,8,29,23,36,33,29,23,23,36,29,28,4
2,1,1,20,3.8,570,650,1220,26,12,27,36,20,11,5,17,9,11,6,22,21,24,24,17,21,21,24,17,20,2
2,1,1,20,3.399,600,620,1220,25,10,18,37,19,12,6,17,7,10,4,19,11,20,23,14,11,11,20,14,19,2
2,1,1,21,3.3,550,680,1230,22,11,23, , ,11,8,25,10,14,6,27,27,31,31,20,27,27,31,20,27,3
1,0,1,23,3.7,590,640,1230,23,12,30,41,20,16,5,34,15,20,13,28,26,45,32,33,26,26,45,33,28,4
1,0,1,19,3.5,650,580,1230,21,10,22,53,24,18,11,18,8,14,8,25,23,23,28,22,23,23,23,22,25,2
2,1,1,20,3.5,640,590,1230,19,12,27,55,33,15,7,14,11,12,9,13,19,23,15,21,19,19,23,21,13,2
2,1,1,21,2.99,450,780,1230,18,12,29,44,24,14,6,26,12,18,10,26,23,34,30,28,23,23,34,28,27,1
1,0,1,21,3.747,620,610,1230,24,13,26,43,22,14,7,20,9,15,8,22,24,26,25,23,24,24,26,23,21,2
2,1,1,21,3.789,580,650,1230,25,10,23,38,24,9,5,20,8,14,8,30,24,24,34,22,24,24,24,22,31,3
